CustomerID,SeniorCitizen,tenure,MonthlyCharges,gender_Female,gender_Male,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,Churn
709,2.273158691738958,-0.7073594915983407,0.3403588546094659,1,0,1,0,0,1,1,0,0,1,1,0,0,1
595,-0.43991649313097614,0.025607055362205634,0.17418800702981907,1,0,1,0,0,1,1,0,1,0,1,0,0,0
5730,-0.43991649313097614,-0.9109613101984924,-1.3545837907029317,0,1,0,1,0,1,1,0,1,0,1,0,0,0
1212,-0.43991649313097614,1.6137012404433893,0.3403588546094659,0,1,0,1,0,1,0,1,1,0,1,0,0,0
5533,2.273158691738958,0.3106496014024181,-0.29109036619319206,0,1,1,0,0,1,1,0,1,0,0,0,1,0
3278,-0.43991649313097614,-0.0965540357978854,-0.5237295528046976,1,0,1,0,0,1,1,0,1,0,0,1,0,0
7007,-0.43991649313097614,-1.1960038562387048,0.40682719364132464,0,1,1,0,0,1,0,1,0,1,1,0,0,0
4452,2.273158691738958,1.4915401492832983,-0.2578561966772627,0,1,1,0,1,0,0,1,0,1,1,0,0,0
4318,-0.43991649313097614,1.002895784642934,1.0050422449280532,1,0,1,0,0,1,1,0,1,0,0,1,0,1
6802,-0.43991649313097614,1.6137012404433893,1.7029598047625698,1,0,1,0,0,1,0,1,0,1,0,1,0,0
2449,-0.43991649313097614,-0.4223169455581282,-0.19138785764540397,0,1,1,0,0,1,0,1,0,1,1,0,0,1
5391,-0.43991649313097614,0.6771328748826912,-0.9557737565117794,1,0,0,1,1,0,0,1,0,1,1,0,0,0
3146,-0.43991649313097614,-0.13727439951791576,-1.4875204687666492,1,0,1,0,0,1,1,0,0,1,1,0,0,0
3859,2.273158691738958,0.06632741908223598,0.5065297021891128,1,0,0,1,0,1,1,0,1,0,0,1,0,1
4116,-0.43991649313097614,-1.2367242199587352,-0.4572612137728389,1,0,1,0,0,1,0,1,1,0,0,1,0,0
2675,-0.43991649313097614,0.10704778280226633,-1.45428629925072,0,1,1,0,0,1,1,0,1,0,1,0,0,0
6691,-0.43991649313097614,-1.0738427650786138,0.8721055668643357,1,0,1,0,0,1,0,1,0,1,0,0,1,1
1126,-0.43991649313097614,1.247217966963116,-1.5207546382825785,0,1,0,1,0,1,0,1,0,1,1,0,0,0
593,-0.43991649313097614,-1.2367242199587352,0.5397638717050421,1,0,1,0,0,1,0,1,1,0,0,0,1,1
3449,-0.43991649313097614,1.2879383306831464,1.1379789229917707,0,1,1,0,0,1,1,0,1,0,1,0,0,0
1824,-0.43991649313097614,-0.5037576729981889,-1.4875204687666492,0,1,0,1,0,1,1,0,0,1,1,0,0,0
6181,-0.43991649313097614,0.22920887396235737,0.47329553267318336,0,1,0,1,0,1,0,1,0,1,0,0,1,0
2342,-0.43991649313097614,-0.7888002190384014,0.3071246850935365,0,1,1,0,0,1,0,1,0,1,0,0,1,0
6048,-0.43991649313097614,-0.5444780367182193,1.2044472620236295,0,1,0,1,0,1,0,1,1,0,1,0,0,1
2835,-0.43991649313097614,1.4915401492832983,1.4703206181510644,1,0,0,1,0,1,1,0,1,0,0,1,0,0
6310,-0.43991649313097614,-0.748079855318371,0.7059347192846889,1,0,1,0,0,1,0,1,1,0,0,0,1,1
4499,2.273158691738958,-0.9924020376385531,-0.12491951861354524,0,1,1,0,0,1,1,0,1,0,0,1,0,0
4300,-0.43991649313097614,-1.1552834925186746,0.47329553267318336,1,0,1,0,0,1,0,1,1,0,1,0,0,1
3638,-0.43991649313097614,-0.7888002190384014,0.3403588546094659,1,0,1,0,0,1,1,0,1,0,1,0,0,1
2354,-0.43991649313097614,-1.2774445836787656,-0.6899004003843444,0,1,1,0,0,1,1,0,0,1,1,0,0,1
613,-0.43991649313097614,1.0436161483629645,-1.3213496211870024,1,0,1,0,0,1,1,0,1,0,0,0,1,0
3550,-0.43991649313097614,-0.8702409464784621,-0.4572612137728389,1,0,0,1,1,0,1,0,1,0,0,0,1,0
2378,2.273158691738958,-1.2774445836787656,0.3071246850935365,1,0,1,0,0,1,1,0,1,0,1,0,0,1
3239,-0.43991649313097614,0.5956921474426305,-1.3213496211870024,0,1,0,1,0,1,1,0,1,0,0,0,1,0
5895,-0.43991649313097614,1.0436161483629645,0.6394663802528302,1,0,1,0,0,1,0,1,0,1,1,0,0,0
5488,-0.43991649313097614,1.4915401492832983,-1.45428629925072,0,1,0,1,0,1,1,0,1,0,0,1,0,0
286,2.273158691738958,-1.2774445836787656,0.7059347192846889,1,0,1,0,0,1,0,1,0,1,0,1,0,1
6384,-0.43991649313097614,0.10704778280226633,1.4703206181510644,0,1,1,0,0,1,1,0,1,0,0,0,1,0
2430,-0.43991649313097614,1.5322605130033284,-1.4875204687666492,0,1,0,1,0,1,1,0,0,1,0,1,0,0
2224,-0.43991649313097614,-0.0965540357978854,1.1712130925077,1,0,1,0,0,1,0,1,0,1,1,0,0,0
2525,-0.43991649313097614,1.6137012404433893,0.0412513289661016,1,0,0,1,1,0,1,0,1,0,0,0,1,0
6655,-0.43991649313097614,-1.2367242199587352,-0.6566662308684151,0,1,1,0,0,1,0,1,0,1,1,0,0,1
3326,-0.43991649313097614,1.1657772395230555,-1.5207546382825785,1,0,0,1,0,1,0,1,0,1,1,0,0,1
3430,-0.43991649313097614,-0.6666391278783103,1.2044472620236295,1,0,0,1,0,1,1,0,1,0,0,1,0,0
6831,-0.43991649313097614,1.369379058123207,0.9053397363802651,1,0,1,0,0,1,1,0,1,0,0,0,1,0
4371,2.273158691738958,1.002895784642934,0.17418800702981907,1,0,1,0,0,1,1,0,1,0,0,1,0,0
165,-0.43991649313097614,1.4100994218432374,-0.9557737565117794,1,0,0,1,1,0,1,0,1,0,0,1,0,0
6948,-0.43991649313097614,0.9621754209229036,1.071510583959912,0,1,0,1,0,1,0,1,0,1,0,1,0,0
4532,-0.43991649313097614,1.6137012404433893,-1.3878179602188612,1,0,0,1,0,1,0,1,0,1,1,0,0,0
1491,-0.43991649313097614,1.4915401492832983,1.3373839400873468,0,1,0,1,0,1,0,1,1,0,0,1,0,0
1582,-0.43991649313097614,0.26992923768238775,0.5729980412209714,1,0,0,1,0,1,1,0,1,0,1,0,0,0
2216,-0.43991649313097614,-0.46303730927815856,0.20742217654574843,1,0,1,0,0,1,1,0,1,0,0,0,1,0
1099,-0.43991649313097614,0.8400143297628127,-0.0584511795816865,0,1,0,1,0,1,0,1,0,1,0,1,0,0
765,-0.43991649313097614,-0.9516816739185228,0.1409538375138897,0,1,1,0,0,1,1,0,1,0,0,0,1,0
5880,-0.43991649313097614,-0.7073594915983407,-0.5237295528046976,0,1,1,0,0,1,1,0,1,0,0,0,1,0
4879,-0.43991649313097614,0.47353105628253944,0.008017159450172232,0,1,1,0,0,1,0,1,1,0,1,0,0,0
2047,-0.43991649313097614,-1.2367242199587352,0.20742217654574843,0,1,1,0,0,1,1,0,1,0,1,0,0,1
6808,-0.43991649313097614,-1.0738427650786138,-0.5237295528046976,1,0,1,0,0,1,1,0,1,0,0,0,1,1
4114,-0.43991649313097614,1.125056875803025,0.5397638717050421,1,0,1,0,0,1,1,0,1,0,0,1,0,0
6174,-0.43991649313097614,-0.9924020376385531,-1.4875204687666492,0,1,0,1,0,1,0,1,0,1,1,0,0,0
5829,-0.43991649313097614,-1.2774445836787656,-1.288115451671073,1,0,1,0,0,1,0,1,1,0,0,0,1,0
6535,-0.43991649313097614,-0.21871512695797646,0.6727005497687596,0,1,0,1,0,1,1,0,0,1,0,1,0,0
6830,2.273158691738958,1.2879383306831464,-1.4875204687666492,0,1,1,0,0,1,1,0,1,0,0,0,1,0
1493,-0.43991649313097614,1.5729808767233588,-1.4875204687666492,1,0,1,0,0,1,0,1,0,1,1,0,0,0
3492,-0.43991649313097614,0.6771328748826912,-0.15815368812947458,0,1,0,1,0,1,1,0,1,0,0,1,0,0
3960,-0.43991649313097614,1.5729808767233588,0.47329553267318336,0,1,1,0,0,1,1,0,1,0,0,1,0,0
5057,-0.43991649313097614,-0.62591876415828,0.9718080754121239,0,1,1,0,0,1,0,1,1,0,0,0,1,1
284,-0.43991649313097614,0.5142514200025698,-1.5207546382825785,0,1,1,0,0,1,0,1,1,0,1,0,0,0
5166,-0.43991649313097614,-0.3408762181180675,-1.4875204687666492,1,0,1,0,0,1,1,0,0,1,1,0,0,0
702,-0.43991649313097614,-0.62591876415828,0.9718080754121239,1,0,1,0,0,1,0,1,0,1,1,0,0,1
3242,-0.43991649313097614,1.4100994218432374,1.536788957182923,1,0,1,0,0,1,1,0,1,0,1,0,0,0
1421,2.273158691738958,0.5142514200025698,0.17418800702981907,1,0,1,0,0,1,0,1,0,1,1,0,0,0
6478,-0.43991649313097614,1.5322605130033284,0.7059347192846889,1,0,1,0,0,1,0,1,0,1,0,0,1,0
5034,-0.43991649313097614,0.880734693482843,1.1712130925077,1,0,1,0,0,1,1,0,1,0,1,0,0,0
6904,-0.43991649313097614,-0.5851984004382496,-0.29109036619319206,0,1,1,0,0,1,0,1,1,0,0,1,0,0
3036,-0.43991649313097614,1.6137012404433893,-1.288115451671073,0,1,0,1,0,1,1,0,0,1,1,0,0,0
5915,-0.43991649313097614,-0.5037576729981889,-1.3545837907029317,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1029,-0.43991649313097614,0.8400143297628127,0.8721055668643357,1,0,1,0,0,1,0,1,0,1,1,0,0,0
753,-0.43991649313097614,-1.2774445836787656,-1.4875204687666492,1,0,1,0,0,1,1,0,1,0,1,0,0,1
6028,-0.43991649313097614,-0.9109613101984924,1.1379789229917707,0,1,1,0,0,1,0,1,1,0,0,0,1,0
6646,-0.43991649313097614,0.26992923768238775,-1.4875204687666492,1,0,1,0,0,1,1,0,1,0,1,0,0,0
610,-0.43991649313097614,-0.9109613101984924,0.3071246850935365,1,0,0,1,0,1,0,1,0,1,1,0,0,0
3946,-0.43991649313097614,1.3286586944031769,0.3071246850935365,0,1,1,0,0,1,1,0,1,0,1,0,0,0
2405,-0.43991649313097614,-1.2367242199587352,-0.5237295528046976,1,0,1,0,0,1,0,1,0,1,0,1,0,1
4198,-0.43991649313097614,0.7992939660427822,-1.4875204687666492,0,1,1,0,0,1,0,1,0,1,1,0,0,0
5745,-0.43991649313097614,-0.2594354906780068,0.47329553267318336,0,1,0,1,0,1,1,0,1,0,0,1,0,0
3842,2.273158691738958,-0.5444780367182193,0.5065297021891128,0,1,1,0,0,1,0,1,0,1,1,0,0,1
6823,-0.43991649313097614,0.5549717837226001,1.270915601055488,1,0,1,0,0,1,1,0,0,1,1,0,0,0
1427,-0.43991649313097614,1.5729808767233588,0.5397638717050421,1,0,1,0,0,1,0,1,0,1,0,1,0,0
3870,-0.43991649313097614,-1.1145631287986442,0.17418800702981907,1,0,0,1,0,1,0,1,0,1,0,1,0,0
2271,-0.43991649313097614,0.9621754209229036,-1.4875204687666492,1,0,0,1,0,1,1,0,0,1,1,0,0,0
2435,2.273158691738958,-0.13727439951791576,1.1047447534758412,0,1,1,0,0,1,1,0,1,0,1,0,0,1
732,-0.43991649313097614,-1.2774445836787656,-0.6899004003843444,0,1,0,1,0,1,1,0,1,0,1,0,0,1
572,-0.43991649313097614,0.14776814652229667,-0.025217010065757134,0,1,0,1,0,1,0,1,1,0,0,0,1,0
4952,-0.43991649313097614,-0.9109613101984924,-0.4572612137728389,1,0,1,0,0,1,0,1,0,1,1,0,0,0
4880,-0.43991649313097614,-0.9516816739185228,0.37359302412539525,1,0,0,1,0,1,0,1,1,0,0,1,0,0
2968,-0.43991649313097614,-0.13727439951791576,0.7059347192846889,0,1,1,0,0,1,0,1,0,1,0,0,1,0
1526,-0.43991649313097614,-0.9109613101984924,1.0050422449280532,0,1,1,0,0,1,1,0,1,0,1,0,0,0
2320,-0.43991649313097614,0.18848851024232702,-0.0584511795816865,0,1,0,1,0,1,1,0,0,1,1,0,0,0
2231,2.273158691738958,1.369379058123207,1.3373839400873468,1,0,1,0,0,1,1,0,1,0,0,0,1,0
6950,2.273158691738958,1.6137012404433893,0.6727005497687596,0,1,1,0,0,1,1,0,1,0,0,1,0,0
3923,-0.43991649313097614,1.4915401492832983,0.8721055668643357,0,1,1,0,0,1,0,1,0,1,1,0,0,0
1009,-0.43991649313097614,-1.2774445836787656,-0.6566662308684151,1,0,1,0,0,1,0,1,0,1,1,0,0,1
6496,-0.43991649313097614,-0.748079855318371,0.20742217654574843,1,0,1,0,0,1,1,0,0,1,1,0,0,1
3584,-0.43991649313097614,0.22920887396235737,-1.4875204687666492,1,0,1,0,0,1,1,0,1,0,0,1,0,0
5929,-0.43991649313097614,1.4915401492832983,0.5729980412209714,0,1,1,0,0,1,1,0,1,0,0,0,1,0
3117,-0.43991649313097614,0.22920887396235737,-1.3545837907029317,1,0,1,0,0,1,1,0,0,1,0,1,0,0
2585,-0.43991649313097614,0.9621754209229036,1.1712130925077,1,0,0,1,0,1,1,0,1,0,1,0,0,0
3472,-0.43991649313097614,-1.2774445836787656,0.8721055668643357,0,1,1,0,0,1,1,0,1,0,0,1,0,1
5121,-0.43991649313097614,-1.2774445836787656,-0.49049538328876824,0,1,0,1,0,1,1,0,1,0,0,1,0,0
3982,-0.43991649313097614,-1.2774445836787656,-0.6566662308684151,1,0,1,0,0,1,0,1,0,1,1,0,0,1
3085,-0.43991649313097614,1.3286586944031769,1.0050422449280532,0,1,0,1,0,1,1,0,1,0,0,1,0,0
160,-0.43991649313097614,1.6137012404433893,0.17418800702981907,0,1,1,0,0,1,0,1,1,0,0,0,1,0
891,-0.43991649313097614,-1.1552834925186746,-0.49049538328876824,1,0,0,1,0,1,0,1,0,1,1,0,0,0
2843,-0.43991649313097614,-0.13727439951791576,0.9718080754121239,0,1,1,0,0,1,1,0,1,0,1,0,0,0
2927,-0.43991649313097614,-1.2774445836787656,0.8721055668643357,0,1,1,0,0,1,0,1,0,1,0,0,1,1
416,-0.43991649313097614,-0.46303730927815856,-1.2216471126392143,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1268,2.273158691738958,1.4915401492832983,1.536788957182923,0,1,1,0,0,1,0,1,1,0,0,0,1,0
889,-0.43991649313097614,-1.1552834925186746,0.9053397363802651,1,0,1,0,0,1,1,0,0,1,0,1,0,1
589,-0.43991649313097614,-1.2774445836787656,-0.15815368812947458,0,1,1,0,0,1,0,1,0,1,0,0,1,1
4750,-0.43991649313097614,-0.0965540357978854,-0.025217010065757134,0,1,1,0,0,1,1,0,1,0,1,0,0,0
553,-0.43991649313097614,-0.38159658183809786,-1.4875204687666492,0,1,1,0,0,1,1,0,1,0,0,0,1,0
4397,-0.43991649313097614,-1.2774445836787656,0.1409538375138897,1,0,1,0,0,1,1,0,1,0,1,0,0,1
6298,-0.43991649313097614,1.247217966963116,0.8721055668643357,0,1,0,1,0,1,0,1,0,1,0,1,0,0
3558,2.273158691738958,-1.0738427650786138,-0.6566662308684151,0,1,1,0,0,1,1,0,1,0,1,0,0,0
6259,-0.43991649313097614,1.2879383306831464,0.0412513289661016,0,1,1,0,0,1,1,0,1,0,1,0,0,0
5343,-0.43991649313097614,1.4100994218432374,0.8388713973484064,0,1,0,1,0,1,1,0,1,0,1,0,0,0
3794,-0.43991649313097614,-1.2774445836787656,-1.4875204687666492,0,1,0,1,0,1,1,0,1,0,1,0,0,0
5954,-0.43991649313097614,0.880734693482843,1.3373839400873468,0,1,1,0,0,1,1,0,1,0,1,0,0,1
1369,-0.43991649313097614,1.125056875803025,1.1712130925077,1,0,1,0,0,1,1,0,0,1,0,1,0,0
6716,-0.43991649313097614,-0.8295205827584317,0.44006136315725397,1,0,0,1,0,1,0,1,0,1,1,0,0,1
491,-0.43991649313097614,-0.8295205827584317,-0.49049538328876824,1,0,1,0,1,0,0,1,0,1,0,0,1,0
1670,-0.43991649313097614,1.369379058123207,0.5065297021891128,0,1,0,1,0,1,0,1,0,1,1,0,0,0
4762,-0.43991649313097614,-0.7073594915983407,-1.3213496211870024,0,1,0,1,0,1,0,1,1,0,0,0,1,0
3737,-0.43991649313097614,-0.30015585439803716,1.1712130925077,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1467,-0.43991649313097614,-1.1552834925186746,-1.45428629925072,0,1,1,0,0,1,1,0,1,0,1,0,0,0
1346,-0.43991649313097614,-0.9516816739185228,0.3071246850935365,0,1,1,0,0,1,0,1,0,1,0,1,0,0
3595,-0.43991649313097614,-0.5444780367182193,0.17418800702981907,0,1,1,0,0,1,1,0,1,0,1,0,0,0
856,-0.43991649313097614,-1.1960038562387048,-1.4875204687666492,0,1,0,1,0,1,0,1,0,1,0,1,0,0
796,2.273158691738958,-1.1960038562387048,0.3403588546094659,1,0,1,0,0,1,1,0,1,0,1,0,0,0
6839,-0.43991649313097614,0.9621754209229036,-0.6566662308684151,1,0,1,0,1,0,0,1,0,1,1,0,0,0
1013,2.273158691738958,1.369379058123207,1.437086448635135,1,0,1,0,0,1,1,0,0,1,1,0,0,0
6038,-0.43991649313097614,-1.1145631287986442,-1.288115451671073,0,1,0,1,0,1,0,1,0,1,1,0,0,1
5549,-0.43991649313097614,-1.1960038562387048,-1.4875204687666492,1,0,1,0,0,1,0,1,1,0,0,0,1,0
714,-0.43991649313097614,-1.2367242199587352,-1.4875204687666492,1,0,1,0,0,1,0,1,0,1,1,0,0,0
405,-0.43991649313097614,-0.0965540357978854,0.5397638717050421,1,0,0,1,0,1,1,0,1,0,0,0,1,0
1687,-0.43991649313097614,-1.0331224013585834,1.1047447534758412,0,1,1,0,0,1,0,1,1,0,1,0,0,1
6717,-0.43991649313097614,0.5142514200025698,-1.3213496211870024,1,0,0,1,0,1,0,1,0,1,1,0,0,0
2710,-0.43991649313097614,1.0436161483629645,-0.6566662308684151,1,0,1,0,1,0,1,0,1,0,1,0,0,0
6609,-0.43991649313097614,-0.62591876415828,1.270915601055488,0,1,1,0,0,1,1,0,1,0,0,1,0,0
3209,-0.43991649313097614,-1.1552834925186746,-0.8560712479639913,0,1,0,1,1,0,0,1,1,0,0,1,0,0
4494,2.273158691738958,1.2879383306831464,1.4703206181510644,1,0,1,0,0,1,0,1,1,0,0,0,1,0
6486,-0.43991649313097614,1.0436161483629645,1.3373839400873468,1,0,0,1,0,1,1,0,0,1,1,0,0,0
1893,-0.43991649313097614,1.2879383306831464,1.536788957182923,1,0,1,0,0,1,1,0,1,0,1,0,0,0
3668,-0.43991649313097614,-0.8702409464784621,0.7059347192846889,0,1,0,1,0,1,1,0,0,1,0,0,1,0
1436,2.273158691738958,-0.9924020376385531,0.9053397363802651,1,0,1,0,0,1,0,1,0,1,1,0,0,1
5815,2.273158691738958,0.758573602322752,0.9718080754121239,0,1,1,0,0,1,1,0,1,0,1,0,0,0
6069,-0.43991649313097614,-0.9109613101984924,-1.4875204687666492,0,1,1,0,0,1,1,0,1,0,1,0,0,0
4492,-0.43991649313097614,-0.30015585439803716,1.3373839400873468,1,0,1,0,0,1,1,0,1,0,1,0,0,1
5899,-0.43991649313097614,0.758573602322752,0.6062322107369008,0,1,1,0,0,1,0,1,1,0,0,1,0,0
2510,2.273158691738958,-0.9516816739185228,0.6394663802528302,1,0,1,0,0,1,0,1,1,0,0,0,1,1
1995,2.273158691738958,0.47353105628253944,1.5035547876669937,1,0,1,0,0,1,1,0,1,0,0,1,0,0
1740,-0.43991649313097614,-0.9924020376385531,-0.22462202716133334,1,0,1,0,0,1,1,0,0,1,1,0,0,0
4969,-0.43991649313097614,-0.9924020376385531,-1.4875204687666492,0,1,1,0,0,1,1,0,1,0,0,0,1,0
2480,-0.43991649313097614,1.6137012404433893,0.8721055668643357,1,0,1,0,0,1,0,1,1,0,0,0,1,0
1695,-0.43991649313097614,-1.0738427650786138,-1.45428629925072,1,0,1,0,0,1,1,0,1,0,1,0,0,0
4240,-0.43991649313097614,1.247217966963116,-1.4875204687666492,0,1,1,0,0,1,1,0,1,0,0,1,0,0
6040,-0.43991649313097614,-0.2594354906780068,0.5397638717050421,1,0,1,0,0,1,1,0,1,0,1,0,0,0
2222,-0.43991649313097614,0.10704778280226633,-0.15815368812947458,0,1,1,0,0,1,1,0,1,0,0,0,1,0
4467,-0.43991649313097614,-1.1960038562387048,-0.3575587052250508,1,0,1,0,0,1,1,0,0,1,1,0,0,0
4088,-0.43991649313097614,-0.3408762181180675,-0.22462202716133334,1,0,0,1,1,0,1,0,1,0,1,0,0,0
4544,-0.43991649313097614,-0.3408762181180675,0.44006136315725397,1,0,0,1,0,1,1,0,1,0,0,1,0,0
6748,-0.43991649313097614,-1.1960038562387048,-1.1551787736073555,1,0,0,1,1,0,1,0,1,0,0,1,0,0
1086,-0.43991649313097614,-1.1145631287986442,1.3041497705714176,0,1,1,0,0,1,1,0,0,1,1,0,0,1
3062,-0.43991649313097614,-0.4223169455581282,1.0050422449280532,0,1,1,0,0,1,0,1,0,1,1,0,0,0
3319,-0.43991649313097614,-0.13727439951791576,0.47329553267318336,1,0,1,0,0,1,1,0,1,0,1,0,0,1
1982,-0.43991649313097614,1.4100994218432374,-1.3213496211870024,1,0,1,0,0,1,0,1,0,1,1,0,0,0
6494,2.273158691738958,-0.0965540357978854,1.2376814315395588,0,1,1,0,0,1,1,0,1,0,0,1,0,0
4520,-0.43991649313097614,-1.1145631287986442,1.0382764144439827,0,1,1,0,0,1,0,1,0,1,0,1,0,1
2801,-0.43991649313097614,1.5322605130033284,-1.3213496211870024,1,0,0,1,0,1,1,0,1,0,1,0,0,0
3787,-0.43991649313097614,-1.1960038562387048,0.40682719364132464,0,1,1,0,0,1,0,1,0,1,1,0,0,1
1256,-0.43991649313097614,0.5142514200025698,0.7391688888006183,1,0,1,0,0,1,1,0,1,0,1,0,0,1
6809,-0.43991649313097614,0.6364125111626608,-1.3545837907029317,1,0,1,0,0,1,1,0,0,1,0,0,1,0
6958,-0.43991649313097614,-0.9516816739185228,0.3403588546094659,1,0,1,0,0,1,1,0,0,1,1,0,0,1
3387,2.273158691738958,-1.1960038562387048,0.17418800702981907,1,0,1,0,0,1,0,1,1,0,0,1,0,1
4241,2.273158691738958,0.5142514200025698,1.1379789229917707,0,1,1,0,0,1,0,1,0,1,1,0,0,0
5735,-0.43991649313097614,-1.2774445836787656,-1.4875204687666492,0,1,1,0,0,1,0,1,1,0,0,0,1,0
262,-0.43991649313097614,-1.2774445836787656,-1.4875204687666492,0,1,1,0,0,1,0,1,0,1,1,0,0,1
2168,-0.43991649313097614,0.6364125111626608,1.3373839400873468,1,0,1,0,0,1,0,1,0,1,1,0,0,0
6133,-0.43991649313097614,-1.2774445836787656,-1.3213496211870024,1,0,1,0,1,0,1,0,1,0,1,0,0,0
6641,-0.43991649313097614,1.6137012404433893,-1.4875204687666492,0,1,0,1,0,1,1,0,1,0,0,1,0,0
2582,-0.43991649313097614,-1.0738427650786138,0.8388713973484064,1,0,1,0,0,1,1,0,1,0,1,0,0,1
3713,-0.43991649313097614,1.2879383306831464,1.1712130925077,0,1,1,0,0,1,1,0,1,0,0,1,0,0
2031,-0.43991649313097614,1.0436161483629645,1.4703206181510644,1,0,1,0,0,1,0,1,1,0,1,0,0,1
6756,-0.43991649313097614,-1.2774445836787656,0.3071246850935365,1,0,1,0,0,1,0,1,0,1,1,0,0,1
